"title_year","currency","movie_title"
"2006","USA","bobby"
"2001","USA","headoverheels"
"2012","USA","funsize"
"2007","USA","thedivingbellandthebutterfly"
"2006","USA","littlechildren"
"2000","USA","gossip"
"1999","USA","awalkonthemoon"
"2006","USA","catchafire"
"2001","USA","soulsurvivors"
"1995","USA","jeffersoninparis"
"2008","USA","easyvirtue"
"1978","USA","caravans"
"2014","GBR","mrturner"
"2009","USA","wildgrass"
"2002","FRF","amen"
"2010","USA","reignofassassins"
"2008","USA","theluckyones"
"2011","USA","margaret"
"2009","USA","stanhelsing"
"2010","USA","flipped"
"2005","USA","brokebackmountain"
"1995","USA","clueless"
"2002","USA","farfromheaven"
"2015","USA","hottubtimemachine2"
NA,"USA","dekalog"
"2000","USA","quills"
"2012","USA","sevenpsychopaths"
"2001","USA","thecavemansvalentine"
NA,"USA","theborder"
"2004","€","downfall"
"2004","€","theseainside"
"2013","USA","undertheskin"
"1987","USA","goodmorningvietnam"
"2010","USA","thelastgodfather"
"2011","USA","justinbieberneversaynever"
"2010","USA","blackswan"
"1974","USA","thegodfatherpartii"
"2001","USA","savethelastdance"
"1988","USA","anightmareonelmstreet4thedreammaster"
"2016","USA","miraclesfromheaven"
"2000","USA","dudewheresmycar?"
"1988","USA","youngguns"
"2014","USA","stvincent"
"2014","USA","aboutlastnight"
"1999","USA","10thingsihateaboutyou"
"2002","USA","thenewguy"
"1993","USA","loadedweapon1"
"2016","USA","theshallows"
"2004","USA","thebutterflyeffect"
"2000","USA","snowday"
"2007","USA","thischristmas"
"1999","USA","babygeniuses"
"1998","USA","thebighit"
"1996","USA","harrietthespy"
"1990","USA","childsplay2"
"2014","USA","nogooddeed"
"2007","USA","themist"
"2015","USA","exmachina"
"1999","USA","beingjohnmalkovich"
"2001","USA","twocanplaythatgame"
"2014","USA","earthtoecho"
"2001","USA","crazy/beautiful"
"2006","USA","lettersfromiwojima"
"2006","USA","theastronautfarmer"
"1998","USA","woo"
"2015","USA","room"
"1998","USA","dirtywork"
"1994","USA","serialmom"
"1999","USA","dick"
NA,"USA","del1mxc3xa4nsomhatarkvinnor"
"1999","USA","lightitup"
"1998","USA","54"
"2001","USA","bubbleboy"
"2001","USA","birthdaygirl"
"2013","USA","21&over"
"2006","USA","parisjetaime"
"2007","USA","resurrectingthechamp"
"2013","USA","admission"
"2000","FRF","thewidowofsaintpierre"
"2009","USA","chloe"
"1996","USA","faithful"
"2006","USA","findmeguilty"
"2012","USA","theperksofbeingawallflower"
"1993","USA","excessiveforce"
"2006","USA","infamous"
"2000","CAD","theclaim"
"2015","USA","thevaticantapes"
"2011","USA","attacktheblock"
"2011","USA","inthelandofbloodandhoney"
"2013","USA","thecall"
"2016","USA","operationchromite"
"2002","USA","thecrocodilehuntercollisioncourse"
"2009","USA","iloveyouphillipmorris"
"1981","USA","questforfire"
"2002","USA","antwonefisher"
"2002","USA","theemperorsclub"
"1993","USA","trueromance"
"2010","€","womb"
"1992","USA","glengarryglenross"
"2010","USA","thekillerinsideme"
"1982","USA","catpeople"
"2009","USA","sororityrow"
"1937","USA","theprisonerofzenda"
"2007","USA","larsandtherealgirl"
"2008","USA","theboyinthestripedpajamas"
"2000","USA","dancerinthedark"
"1997","AUD","oscarandlucinda"
"1996","USA","thefuneral"
"2009","USA","solitaryman"
"2010","USA","machete"
"2010","USA","casinojack"
"1988","USA","thelandbeforetime"
"2004","USA","taegukgithebrotherhoodofwar"
"2009","USA","theperfectgame"
"1973","USA","theexorcist"
"1975","USA","jaws"
"1999","USA","americanpie"
"2012","€","ernest&celestine"
"1986","USA","thegoldenchild"
"2012","USA","thinklikeaman"
"2002","USA","barbershop"
"1982","USA","startrekiithewrathofkhan"
"1994","USA","aceventurapetdetective"
"1983","USA","wargames"
"1985","USA","witness"
"2012","USA","actofvalor"
"2006","USA","stepup"
"1996","USA","beavisandbuttheaddoamerica"
"1997","USA","jackiebrown"
"2008","USA","harold&kumarescapefromguantanamobay"
"2012","USA","chronicle"
"1983","USA","yentl"
"1981","USA","timebandits"
"2002","USA","crossroads"
"2012","USA","projectx"
"1970","USA","patton"
"2002","USA","onehourphoto"
"2008","USA","quarantine"
"2008","USA","theeye"
"2004","USA","johnsonfamilyvacation"
"2001","USA","howhigh"
"1992","USA","themuppetchristmascarol"
"2002","USA","frida"
"2012","USA","katyperrypartofme"
"2014","USA","thefaultinourstars"
"1998","USA","rounders"
"2014","USA","topfive"
"1979","USA","prophecy"
"1999","USA","stirofechoes"
NA,"USA","spartacuswarofthedamned"
"2013","USA","philomena"
"2005","USA","theupsideofanger"
"1978","USA","theboysfrombrazil"
"2006","USA","aquamarine"
"2015","USA","papertowns"
"2004","USA","mybabysdaddy"
"2013","USA","nebraska"
"1995","USA","talesfromthecryptdemonknight"
"2001","USA","maxkeeblesbigmove"
"2011","USA","youngadult"
"2006","USA","crank"
"1997","USA","howtobeaplayer"
"1998","USA","livingoutloud"
"2010","USA","justwright"
"2008","USA","rachelgettingmarried"
"1981","USA","thepostmanalwaysringstwice"
"2003","USA","girlwithapearlearring"
"1981","USA","dasboot"
"2002","USA","sororityboys"
"2013","USA","abouttime"
"2004","CNY","houseofflyingdaggers"
"2012","USA","arbitrage"
"2015","USA","projectalmanac"
"2008","USA","cadillacrecords"
"2000","USA","screwed"
"1992","USA","fortress"
"2006","USA","foryourconsideration"
"1998","USA","celebrity"
"2006","USA","runningwithscissors"
"2003","USA","fromjustintokelly"
"1996","USA","girl6"
"2003","USA","inthecut"
"2008","USA","twolovers"
"2001","USA","lastorders"
"2006","KRW","thehost"
"1981","USA","thepursuitofdbcooper"
"1999","USA","ravenous"
"2007","USA","charliebartlett"
"2013","€","thegreatbeauty"
"2002","USA","thedangerouslivesofaltarboys"
"2013","USA","stoker"
"2004","USA","2046"
"2007","USA","marriedlife"
"2005","USA","duma"
"2009","USA","ondine"
"2000","USA","brother"
"2002","USA","welcometocollinwood"
"1997","USA","criticalcare"
"2007","USA","thelifebeforehereyes"
"2012","USA","darlingcompanion"
"2007","USA","trade"
"2005","HUF","fateless"
"1999","USA","breakfastofchampions"
"2009","USA","awomanagunandanoodleshop"
"2002","USA","cypher"
"2009","USA","cityoflifeanddeath"
"2011","USA","legendofkungfurabbit"
"2010","USA","spacebattleshipyamato"
"2011","USA","5daysofwar"
"2009","USA","triangle"
"2015","USA","10daysinamadhouse"
"2014","USA","heavenisforreal"
"2000","GBR","snatch"
"2015","USA","dancinitson"
"1989","USA","petsematary"
"1993","USA","madadayo"
"2009","USA","thecryoftheowl"
"2015","USA","ataleofthreecities"
"1984","USA","gremlins"
"1977","USA","starwarsepisodeivanewhope"
"2016","USA","dirtygrandpa"
"1965","USA","doctorzhivago"
"2014","USA","trash"
"2008","USA","highschoolmusical3senioryear"
"2010","USA","thefighter"
"2006","USA","jackassnumbertwo"
"1992","USA","mycousinvinny"
"2014","USA","ifistay"
"2014","USA","drivehard"
"1989","USA","majorleague"
"2007","USA","sttrinians"
"2002","USA","phonebooth"
"2002","USA","awalktoremember"
"1995","USA","deadmanwalking"
"1999","USA","cruelintentions"
"2009","USA","sawvi"
"1981","USA","historyoftheworldparti"
"2008","USA","thesecretlifeofbees"
"2001","USA","corkyromano"
"1992","USA","raisingcain"
"1978","USA","fist"
"1986","USA","invadersfrommars"
"2015","USA","brooklyn"
"1975","USA","barrylyndon"
"2001","USA","outcold"
"2000","USA","theladiesman"
"2012","USA","quartet"
"2001","USA","tomcats"
"2001","USA","frailty"
"2015","USA","womaningold"
"2004","USA","kinsey"
"1992","USA","armyofdarkness"
"2002","USA","slackers"
"1993","USA","whatseatinggilbertgrape"
"2003","CAD","thevisualbiblethegospelofjohn"
"2004","USA","veradrake"
"2002","USA","theguru"
"1995","USA","theperezfamily"
"2013","USA","insidellewyndavis"
"2001","USA","o"
"1991","USA","returntothebluelagoon"
"1970","USA","themollymaguires"
"2005","USA","romance&cigarettes"
"2006","USA","copyingbeethoven"
"2010","USA","brightonrock"
"2008","USA","sawv"
"1969","USA","machinegunmccain"
"2012","USA","lol"
"2006","AUD","jindabyne"
"2006","INR","kabhialvidanaakehna"
"1999","USA","anidealhusband"
"2013","GBR","thelastdaysonmars"
"2002","USA","darkness"
"1968","USA","2001aspaceodyssey"
"1982","USA","ettheextraterrestrial"
"2007","USA","inthelandofwomen"
"2004","CAD","thebluebutterfly"
"1994","USA","theregoesmybaby"
NA,"USA","lovesick"
"2010","USA","housefull"
"2007","USA","septemberdawn"
"2012","USA","forgreaterglorythetruestoryofcristiada"
"2014","USA","lafamillebxc3xa9lier"
"1997","USA","goodwillhunting"
"2016","USA","misconduct"
"2006","USA","sawiii"
"1981","USA","stripes"
"2000","USA","bringiton"
"2016","USA","thepurgeelectionyear"
"1999","USA","shesallthat"
"2007","USA","sawiv"
"2005","USA","whitenoise"
"2006","USA","madeasfamilyreunion"
"1986","USA","thecolorofmoney"
"1962","USA","thelongestday"
"1992","USA","themightyducks"
"2004","USA","thegrudge"
"1996","USA","happygilmore"
"2001","USA","jeeperscreepers"
"1989","USA","bill&tedsexcellentadventure"
"1968","USA","oliver!"
"2011","USA","thebestexoticmarigoldhotel"
"2001","USA","recessschoolsout"
"1985","USA","madmaxbeyondthunderdome"
"1985","USA","commando"
"2016","USA","theboy"
"2010","USA","devil"
"2002","USA","fridayafternext"
"2015","USA","insidiouschapter3"
"1985","USA","thelastdragon"
"1992","USA","thelawnmowerman"
"2008","USA","nickandnorahsinfiniteplaylist"
"1999","USA","dogma"
"2002","USA","thebangersisters"
"1983","USA","twilightzonethemovie"
"1989","USA","roadhouse"
"1994","USA","alowdowndirtyshame"
"2002","USA","swimfan"
"2006","USA","employeeofthemonth"
"1998","USA","canthardlywait"
"1983","USA","theoutsiders"
"2016","USA","petesdragon"
"1983","USA","thedeadzone"
"2015","USA","sinister2"
"2012","USA","sparkle"
"2001","USA","valentine"
"2009","USA","thefourthkind"
"2006","USA","aprairiehomecompanion"
"1993","USA","sugarhill"
"1985","USA","invasionusa"
"2005","USA","rollbounce"
"1998","USA","rushmore"
"2010","USA","skyline"
"2015","USA","thesecondbestexoticmarigoldhotel"
"2008","USA","kitkittredgeanamericangirl"
"2005","USA","theperfectman"
"1990","USA","mobetterblues"
"2002","USA","kungpowenterthefist"
"1990","USA","tremors"
"2003","USA","wrongturn"
"1980","USA","thelongriders"
"1999","USA","thecorruptor"
"2012","USA","mud"
"2007","USA","reno911!miami"
"2013","USA","onedirectionthisisus"
"2009","USA","thegoodslivehardsellhard"
"2002","USA","heyarnold!themovie"
"2011","GBR","myweekwithmarilyn"
"2005","USA","thematador"
"1997","USA","lovejones"
"2015","USA","thegift"
"2005","USA","endofthespear"
"2001","USA","getoverit"
"1999","USA","officespace"
"1999","USA","dropdeadgorgeous"
"2014","USA","bigeyes"
"1998","USA","verybadthings"
"2004","USA","sleepover"
"1984","USA","bodydouble"
"2010","USA","macgruber"
"2002","USA","dirtyprettythings"
"2013","USA","movie43"
"2008","USA","overherdeadbody"
"2012","USA","seekingafriendfortheendoftheworld"
"2011","USA","cedarrapids"
NA,"USA","bones"
"1998","USA","americanhistoryx"
"2012","USA","thecollection"
"2004","USA","teacherspet"
"1998","USA","theredviolin"
"1999","USA","thestraightstory"
"2002","USA","deuceswild"
"2013","USA","badwords"
"2007","USA","runfatboyrun"
"1981","USA","heartbeeps"
"2014","USA","blackorwhite"
"2001","USA","ontheline"
"2006","USA","rescuedawn"
"2015","USA","dannycollins"
"2011","USA","jeffwholivesathome"
"2009","USA","iamlove"
"2012","USA","atlasshruggediithestrike"
"1993","USA","romeoisbleeding"
"1999","USA","thelimey"
"2004","USA","crash"
"2000","USA","thehouseofmirth"
"1987","USA","malone"
"2006","USA","peacefulwarrior"
"2011","USA","buckylarsonborntobeastar"
"2000","USA","bamboozled"
"2016","USA","theforest"
"1981","USA","sphinx"
"2014","USA","whilewereyoung"
"2011","USA","abetterlife"
"2002","USA","spider"
"2000","USA","gunshy"
"2002","USA","nicholasnickleby"
"2012","USA","theiceman"
"2006","USA","krrish"
"2000","USA","cecilbdemented"
"2011","USA","killerjoe"
"2009","USA","thejoneses"
"2003","USA","owningmahowny"
"2007","USA","thebrotherssolomon"
"2007","USA","myblueberrynights"
"1998","USA","illuminata"
"2002","USA","sweptaway"
"2008","USA","warinc"
"2001","USA","shaolinsoccer"
"2003","USA","thebrownbunny"
"1997","FRF","theswindle"
"2014","USA","rosewater"
"1997","USA","thechambermaidonthetitanic"
"2011","USA","coriolanus"
"2004","USA","imaginaryheroes"
"2001","USA","highheelsandlowlifes"
"2009","USA","worldsgreatestdad"
"2006","GBR","severance"
"2005","USA","edmond"
"2010","USA","welcometotherileys"
"1994","USA","policeacademymissiontomoscow"
"2010","USA","blooddonesignmyname"
"2013","USA","cincodemayolabatalla"
"2014","USA","elsa&fred"
"1997","USA","analansmitheefilmburnhollywoodburn"
"2009","USA","theopenroad"
"2009","USA","thegoodguy"
"2009","USA","motherhood"
"2008","USA","freestyle"
"2015","USA","strangerland"
"2009","USA","thejankypromoters"
"2007","USA","blondeambition"
"2008","USA","theoxfordmurders"
"2010","USA","thereef"
"2004","USA","eulogy"
"2007","USA","whitenoise2thelight"
"2011","USA","yougotservedbeattheworld"
"2008","GBR","fiftydeadmenwalking"
"2014","USA","jungleshuffle"
"2008","USA","adamresurrected"
"2013","USA","ofhorsesandmen"
"2010","USA","itsawonderfulafterlife"
"2009","USA","thedevilstomb"
"2007","USA","partition"
"2010","USA","goodintentions"
"2008","USA","thegoodthebadtheweird"
"2013","USA","nurse3d"
"2010","CAD","gunless"
"2009","USA","adventureland"
"2005","USA","thelostcity"
"2000","USA","nextfriday"
"2014","USA","americanheist"
"1967","USA","youonlylivetwice"
"2014","USA","plastic"
"2012","USA","amour"
"1988","USA","poltergeistiii"
"2015","USA","rekill"
"1963","USA","itsamadmadmadmadworld"
"2006","USA","volver"
"1981","USA","heavymetal"
"2009","USA","gentlemenbroncos"
"1995","GBR","richardiii"
"2015","USA","intothegrizzlymaze"
"2010","INR","kites"
"2011","USA","melancholia"
"2011","AUD","reddog"
"2012","USA","jabtakhaijaan"
"1979","USA","alien"
"1974","USA","thetexaschainsawmassacre"
"2010","USA","therunaways"
"1971","USA","fiddlerontheroof"
"1965","USA","thunderball"
"2011","USA","detention"
"2010","USA","loosecannons"
"1996","USA","setitoff"
"1999","USA","thebestman"
"1988","USA","childsplay"
"2007","USA","sicko"
"2014","USA","thepurgeanarchy"
"2000","USA","downtoyou"
"2004","USA","harold&kumargotowhitecastle"
"2000","USA","thecontender"
"2000","USA","boilerroom"
"1983","USA","tradingplaces"
"2006","USA","blackchristmas"
"2004","USA","breakinalltherules"
"1989","USA","henryv"
"2007","USA","thesavages"
"2003","USA","chasingpapi"
"2000","USA","thewayofthegun"
"2002","USA","igbygoesdown"
"1994","USA","pcu"
"2006","USA","theultimategift"
NA,"USA","theboldandthebeautiful"
"1984","USA","theicepirates"
"2007","USA","gracie"
"2005","USA","trusttheman"
"2008","USA","hamlet2"
"1998","USA","velvetgoldmine"
"2016","USA","thewailing"
"2011","USA","gleethe3dconcertmovie"
"2001","THB","thelegendofsuriyothai"
"1990","USA","twoevileyes"
"2014","USA","barbecue"
"2002","USA","allornothing"
"2009","USA","princesskaiulani"
"2006","AUD","opaldream"
"2008","DKK","flameandcitron"
"2005","USA","undiscovered"
"2009","USA","redridingintheyearofourlord1974"
"2009","USA","thegirlonthetrain"
"2009","USA","veronikadecidestodie"
"1986","AUD","crocodiledundee"
"2010","USA","ultramarinesawarhammer40000movie"
"2004","USA","theiinside"
"2010","USA","beneathhill60"
"2011","USA","polisse"
"2007","USA","awake"
NA,"USA","starwarstheclonewars"
"2014","USA","skintrade"
"1987","USA","thelostboys"
"2009","USA","crazyheart"
"1979","USA","therose"
"2013","USA","baggageclaim"
"1968","USA","barbarella"
"1990","NOK","shipwrecked"
"1999","USA","election"
"2006","USA","thenamesake"
"2015","USA","theduff"
"2001","USA","glitter"
"2013","USA","thehauntinginconnecticut2ghostsofgeorgia"
"2003","USA","silmido"
"2009","USA","brightstar"
"2010","USA","mynameiskhan"
"2013","USA","allislost"
"1999","USA","limbo"
"2007","USA","namasteylondon"
"2006","USA","thewindthatshakesthebarley"
"2013","USA","yehjawaanihaideewani"
"1951","USA","quovadis"
"2008","USA","repo!thegeneticopera"
"2006","USA","valleyofthewolvesiraq"
"1994","USA","pulpfiction"
"1979","USA","themuppetmovie"
"2014","USA","nightcrawler"
"2004","USA","clubdread"
"1965","USA","thesoundofmusic"
"1984","USA","splash"
"2006","USA","littlemisssunshine"
"1986","USA","standbyme"
"2002","USA","28dayslater"
"2004","USA","yougotserved"
"1979","USA","escapefromalcatraz"
"2002","USA","brownsugar"
"1996","USA","athinlinebetweenloveandhate"
"2011","USA","50/50"
"2008","USA","shutter"
"2014","USA","thatawkwardmoment"
"1981","USA","modernproblems"
"2016","USA","kicks"
"1993","USA","muchadoaboutnothing"
"1969","USA","onhermajestyssecretservice"
NA,"USA","theplayer"
"1994","USA","newnightmare"
"1999","USA","drivemecrazy"
"2006","USA","akeelahandthebee"
"1998","USA","halfbaked"
"2009","USA","newintown"
"2000","USA","americanpsycho"
"2002","USA","thegoodgirl"
"2006","CAD","boncopbadcop"
"2009","USA","theboondocksaintsiiallsaintsday"
"2009","USA","thecityofyourfinaldestination"
"2013","USA","enoughsaid"
"2010","USA","easya"
"1994","USA","theinkwell"
"2000","USA","shadowofthevampire"
"2011","USA","prom"
"1996","USA","thepallbearer"
"1999","USA","heldup"
"2000","USA","womanontop"
"1992","USA","howardsend"
NA,"USA","preacher"
"2015","USA","anomalisa"
"2010","GBR","anotheryear"
"2002","€","8women"
"1991","USA","showdowninlittletokyo"
"1998","USA","claypigeons"
"2010","USA","itskindofafunnystory"
"2010","USA","madeindagenham"
"2007","USA","whendidyoulastseeyourfather?"
"1997","USA","prefontaine"
"1983","USA","thewickedlady"
"2009","€","thesecretofkells"
"2013","USA","beginagain"
"2005","USA","downinthevalley"
"2007","USA","brooklynrules"
"2012","USA","restless"
"2003","USA","thesingingdetective"
"1998","USA","thelandgirls"
"2006","USA","fido"
"2005","USA","thewendellbakerstory"
"2010","USA","wildtarget"
"2008","USA","pathology"
NA,"USA","wutheringheights"
"2006","USA","10th&wolf"
"2004","DKK","dearwendy"
"2014","USA","aloft"
"1988","JPY","akira"
"2007","USA","thedeathandlifeofbobbyz"
"2005","CAD","therocketthelegendofrocketrichard"
"2014","USA","swelter"
"2013","USA","myluckystar"
"2005","USA","imagineme&you"
"2016","USA","mrchurch"
"2003","USA","swimmingpool"
"2013","USA","greenstreet3neverbackdown"
"1989","AUD","thebloodofheroes"
"2016","USA","codeofhonor"
"1989","USA","drivingmissdaisy"
"1997","USA","soulfood"
"1995","USA","rumbleinthebronx"
"2014","USA","farfrommen"
"2005","USA","thankyouforsmoking"
"2007","USA","hostelpartii"
"2009","GBR","aneducation"
"2005","USA","shopgirl"
"1984","USA","thehotelnewhampshire"
"2002","USA","narc"
"2002","USA","menwithbrooms"
"2008","USA","witlessprotection"
"2004","USA","theworkandtheglory"
"2009","USA","extract"
"2003","USA","maskedandanonymous"
"2001","FRF","aliasbetty"
"2003","USA","code46"
"2012","USA","outsidebet"
"2011","USA","albertnobbs"
"2012","USA","blacknovember"
"2007","USA","tararumpum"
"2007","USA","persepolis"
"2009","USA","thehole"
"2008","€","thewave"
"2016","USA","theneondemon"
"2009","USA","harrybrown"
"2007","USA","spiderman3"
"1999","USA","theomegacode"
"2007","USA","juno"
"2015","USA","poundofflesh"
"1971","USA","diamondsareforever"
"1972","USA","thegodfather"
"1983","USA","flashdance"
"2009","USA","500daysofsummer"
"1993","USA","thepiano"
"2012","USA","magicmike"
"2003","USA","darknessfalls"
"1973","USA","liveandletdie"
"2000","USA","mydogskip"
"2008","USA","definitelymaybe"
"2011","USA","jumpingthebroom"
"2005","USA","goodnightandgoodluck"
"2005","USA","capote"
"1995","USA","desperado"
NA,"USA","fargo"
"1976","USA","logansrun"
"1974","USA","themanwiththegoldengun"
"1988","USA","actionjackson"
"2005","GBR","thedescent"
"2000","USA","michaeljordantothemax"
"2014","USA","devilsdue"
"1996","USA","flirtingwithdisaster"
"2005","USA","thedevilsrejects"
NA,"USA","buffythevampireslayer"
"2015","USA","dope"
"1999","USA","intoodeep"
"2003","USA","houseof1000corpses"
"1978","USA","alienzone"
"2009","USA","aseriousman"
"2009","USA","getlow"
"1989","USA","warlock"
"2014","USA","beyondthelights"
"2009","USA","asingleman"
"1988","USA","thelasttemptationofchrist"
"1999","USA","outsideprovidence"
"2004","USA","bride&prejudice"
"2002","USA","rabbitprooffence"
"2007","USA","whosyourcaddy?"
"1992","USA","splitsecond"
NA,"USA","nikita"
"2001","USA","theothersideofheaven"
NA,"USA","darkangel"
"2004","USA","veerzaara"
"2008","USA","redbelt"
"2010","USA","cyrus"
"1999","USA","adogofflanders"
"2002","USA","autofocus"
"2006","USA","factorygirl"
"2011","USA","weneedtotalkaboutkevin"
"2013","USA","thechristmascandle"
"2009","USA","themightymacs"
"1983","USA","losinit"
"2009","USA","motherandchild"
"1977","USA","marchordie"
"1993","FRF","lesvisiteurs"
"2010","USA","somewhere"
"2009","USA","ihopetheyservebeerinhell"
"1998","USA","chairmanoftheboard"
"2010","USA","hesher"
"2013","USA","domhemingway"
"2002","USA","gerry"
"2002","USA","theheartofme"
"2015","USA","freeheld"
"2010","USA","theextraman"
"2013","USA","hardtobeagod"
"2010","USA","ca$h"
"2005","USA","wahwah"
"1999","USA","theboondocksaints"
"2014","USA","zstorm"
"2011","USA","twixt"
"2012","USA","snowqueen"
"2014","USA","alphaandomega4thelegendofthesawtoothedcave"
"1985","USA","palerider"
"2008","USA","stargatethearkoftruth"
"1993","USA","dazedandconfused"
"2007","USA","highschoolmusical2"
"2016","CAD","twoloversandabear"
"2015","USA","criminalactivities"
"1999","DEM","aimee&jaguar"
"2005","USA","thechumscrubber"
"2003","USA","shade"
"2012","USA","houseattheendofthestreet"
"2010","USA","incendies"
"2003","€","remembermemylove"
"2009","USA","perriersbounty"
"2007","USA","elitesquad"
"2014","USA","annabelle"
"2009","AUD","brannuedae"
"1991","USA","boyznthehood"
"1987","USA","labamba"
"1981","USA","thefourseasons"
"1980","USA","dressedtokill"
"1993","USA","theadventuresofhuckfinn"
"1999","USA","go"
"2006","USA","friendswithmoney"
"1971","USA","theandromedastrain"
"1999","USA","bats"
"2001","€","nowhereinafrica"
"2011","USA","shame"
"2004","GBR","layercake"
"2005","USA","theworkandthegloryiiamericanzion"
"2013","USA","theeast"
"2004","USA","ahomeattheendoftheworld"
"2000","USA","aberdeen"
"2009","USA","themessenger"
"2010","USA","tracker"
"2007","€","control"
"1984","USA","theterminator"
"2003","€","goodbyelenin!"
"2009","USA","thedamnedunited"
"1985","USA","thereturnofthelivingdead"
NA,"USA","gomorrah"
"1995","USA","mallrats"
"1978","USA","grease"
"1986","USA","platoon"
"2004","USA","fahrenheit9/11"
"1969","USA","butchcassidyandthesundancekid"
"1964","USA","marypoppins"
"1980","USA","ordinarypeople"
"1961","USA","westsidestory"
"1980","USA","caddyshack"
"2001","USA","thebrothers"
"1999","USA","thewood"
"1995","USA","theusualsuspects"
"1989","USA","anightmareonelmstreet5thedreamchild"
"2002","USA","vanwilderpartyliaison"
"2008","USA","thewrestler"
"1946","USA","duelinthesun"
"2000","USA","bestinshow"
"1981","USA","escapefromnewyork"
"1988","USA","schooldaze"
"2007","USA","daddydaycamp"
"1997","USA","mrniceguy"
"2003","USA","amightywind"
"1988","USA","mysticpizza"
NA,"USA","war&peace"
"1998","USA","slidingdoors"
"1995","USA","talesfromthehood"
"2006","USA","thelastkingofscotland"
"1989","USA","halloween5"
"2011","USA","bernie"
"2008","USA","dolphinsandwhales3dtribesoftheocean"
"2000","USA","pollock"
"1999","USA","200cigarettes"
"2012","USA","thewords"
"2012","USA","casademipadre"
"2009","USA","cityisland"
"2011","USA","theguard"
"2008","USA","college"
"1999","USA","thevirginsuicides"
"1998","USA","littlevoice"
"2009","USA","missmarch"
"2014","USA","wishiwashere"
"1999","USA","simplyirresistible"
NA,"USA","veronicamars"
"2001","USA","hedwigandtheangryinch"
"1993","USA","onlythestrong"
"2015","USA","goddessoflove"
"2003","USA","shatteredglass"
"2001","USA","novocaine"
"2001","USA","thebusinessofstrangers"
"1969","USA","thewildbunch"
"2008","USA","thewackness"
"1979","USA","thegreattrainrobbery"
"2002","USA","morverncallar"
"1991","USA","beastmaster2throughtheportaloftime"
"2010","USA","the5thquarter"
"2003","USA","theflowerofevil"
"2009","USA","thegreatest"
"2011","USA","snowflowerandthesecretfan"
"2006","USA","comeearlymorning"
"2001","USA","luckybreak"
"1977","USA","julia"
"2008","USA","surferdude"
"2006","USA","lakeoffire"
"2003","USA","1114"
"1994","USA","menofwar"
"2009","USA","donmckay"
"2012","USA","deadfall"
"2009","CAD","ashineofrainbows"
"2011","USA","thehitlist"
NA,"USA","emma"
"1983","USA","videodrome"
"2002","€","laubergeespagnole"
"2014","USA","songone"
"2008","€","winterinwartime"
"2012","USA","freakydeaky"
"1964","USA","thetrain"
"2012","USA","tradeofinnocents"
"2005","THB","theprotector"
"1998","USA","stiffupperlips"
NA,"USA","theinbetweeners"
"2002","GBR","benditlikebeckham"
"2002","USA","sunshinestate"
"2006","USA","crossover"
"2012","USA","khiladi786"
"2009","USA","[rec]2"
"2010","USA","standingovation"
"1973","USA","thesting"
"1981","USA","chariotsoffire"
"2005","USA","diaryofamadblackwoman"
"1996","USA","shine"
"2013","USA","donjon"
"1973","USA","highplainsdrifter"
"2001","USA","ghostworld"
"2001","USA","iris"
"1980","USA","galaxina"
"2004","€","thechorus"
"2003","CAD","mamboitaliano"
"2003","USA","wonderland"
"1989","USA","dotherightthing"
"2001","USA","harvardman"
"2011","€","lehavre"
"2002","USA","irreversible"
"2013","USA","r100"
"2006","USA","rangdebasanti"
"2014","USA","animals"
"2011","USA","salvationboulevard"
"2007","USA","theten"
"1999","USA","aroomforromeobrass"
"2011","NOK","headhunters"
"2012","GBR","grabbers"
"2004","CAD","saintralph"
"2014","USA","missjulie"
"1980","USA","somewhereintime"
"2011","USA","dummaarodum"
"2013","USA","insidiouschapter2"
"2005","USA","sawii"
"2016","USA","10cloverfieldlane"
"2002","USA","jackassthemovie"
"2016","USA","lightsout"
"2011","USA","paranormalactivity3"
"2014","USA","ouija"
"1987","USA","anightmareonelmstreet3dreamwarriors"
"2013","USA","instructionsnotincluded"
"2012","USA","paranormalactivity4"
"1953","USA","therobe"
"1975","USA","thereturnofthepinkpanther"
"1991","USA","freddysdeadthefinalnightmare"
"2003","USA","monster"
"1954","USA","20000leaguesunderthesea"
"2014","USA","paranormalactivitythemarkedones"
"1980","USA","theelephantman"
"2013","USA","dallasbuyersclub"
"2015","USA","thelazaruseffect"
"2000","USA","memento"
"2013","USA","oculus"
"2006","USA","clerksii"
"2000","USA","billyelliot"
"2013","USA","thewaywayback"
"1991","USA","houseparty2"
"1982","USA","themanfromsnowyriver"
"1999","USA","dougs1stmovie"
"1997","USA","theapostle"
"1981","USA","mommiedearest"
"2011","USA","ouridiotbrother"
"2016","USA","race"
"1998","USA","theplayersclub"
"2014","USA","asabovesobelow"
"2014","USA","addicted"
"1997","USA","evesbayou"
"2014","USA","stillalice"
"1954","USA","theegyptian"
"1981","USA","nighthawks"
"1989","USA","fridaythe13thpartviiijasontakesmanhattan"
"2002","USA","mybigfatgreekwedding"
"2012","USA","springbreakers"
"1995","USA","halloweenthecurseofmichaelmyers"
"2001","USA","ytumamxc3xa1tambixc3xa9n"
"2004","GBR","shaunofthedead"
"2008","USA","thehauntingofmollyhartley"
"1996","USA","lonestar"
"1988","USA","halloween4thereturnofmichaelmyers"
